Genome_ID,Best_Hit_ARO,Contig,Start,Stop,Plasmid,Location_Type,Resistance Phenotype Gentamicin
72407.2247,CTX-M-15,72407.2247_1,49,924,IncQ1,Plasmid,0
72407.2247,catII from Escherichia coli K-12,72407.2247_1,92,733,IncQ1,Plasmid,0
573.66441,rmtB,573.66441_2,646,1401,Col440I,Plasmid,0
573.66441,CTX-M-15,573.66441_1,140,1015,Col440II,Plasmid,0
72407.2367,dfrA1,72407.2367_7,4609,5082,IncFII,Plasmid,1
573.66096,acrD,573.66096_30,29364,32477,IncA/C2,Plasmid,0
573.66405,OXA-181,573.66405_10,7643,8440,IncFIB(K),Plasmid,0
573.66405,TEM-1,573.66405_2,651,1511,Col440II,Plasmid,0
573.66405,AAC(6')-Ib10,573.66405_1,2,646,Col440II,Plasmid,0
573.66463,adeF,573.66463_2,1157,4267,IncFIA(HI1),Plasmid,1
573.66463,BRP(MBL),573.66463_8,6331,6696,IncR,Plasmid,1
573.66463,NDM-1,573.66463_9,6700,7512,ColRNAI,Plasmid,1
573.66463,ErmB,573.66463_2,292,1029,IncFIA(HI1),Plasmid,1
573.66463,catA1,573.66463_2,221,880,IncFIA(HI1),Plasmid,1
573.66463,mphA,573.66463_1,69,974,IncFIA(HI1),Plasmid,1
573.66463,Mrx,573.66463_2,971,2209,IncFIA(HI1),Plasmid,1
573.66463,arr-3,573.66463_2,685,1137,IncFIA(HI1),Plasmid,1
573.66463,sul1,573.66463_2,306,1145,IncFIA(HI1),Plasmid,1
573.66463,qacEdelta1,573.66463_3,1139,1486,IncFIA(HI1),Plasmid,1
573.66463,aadA5,573.66463_1,95,883,IncFIA(HI1),Plasmid,1
573.66463,dfrA17,573.66463_2,1014,1502,IncFIA(HI1),Plasmid,1
573.66463,CTX-M-27,573.66463_1,54,929,IncFIA(HI1),Plasmid,1
573.66463,aadA16,573.66463_1,1,834,IncFIA(HI1),Plasmid,1
573.66335,adeF,573.66335_2,1157,4267,IncFIB(K),Plasmid,1
573.66335,APH(6)-Id,573.66335_3,1187,2023,IncFIA(HI1),Plasmid,1
573.66335,APH(3'')-Ib,573.66335_4,2023,2826,IncFIA(HI1),Plasmid,1
573.66335,tet(D),573.66335_2,701,1885,IncFIA(HI1),Plasmid,1
72407.2425,rsmA,72407.2425_1,419,604,IncR,Plasmid,0
573.66221,QnrB4,573.66221_7,4165,4812,IncFIB(K),Plasmid,0
573.66221,qacEdelta1,573.66221_1,39,386,IncN,Plasmid,0
573.66221,sul1,573.66221_2,380,1219,IncN,Plasmid,0
573.66221,dfrA12,573.66221_1,416,916,IncN,Plasmid,0
573.66359,QnrB2,573.66359_4,3723,4367,IncFIB(K),Plasmid,1
573.66359,CTX-M-27,573.66359_2,591,1466,IncFIA(HI1),Plasmid,1
573.66021,oqxA,573.66021_4,2135,3310,IncFIB(K),Plasmid,0
573.66021,oqxB,573.66021_5,3334,6486,IncFIB(K),Plasmid,0
573.66021,acrD,573.66021_1,68,3181,IncFIB(K),Plasmid,0
573.66021,leuO,573.66021_1,655,1605,IncN,Plasmid,0
573.66021,eptB,573.66021_2,1966,3639,IncFIB(K),Plasmid,0
573.66021,rsmA,573.66021_1,418,603,IncN,Plasmid,0
573.66021,OmpA,573.66021_4,3380,4450,IncFII(K),Plasmid,0
573.66021,AAC(6')-Ib9,573.66021_3,2549,3169,IncFIB(K),Plasmid,0
573.66021,IMP-6,573.66021_4,3246,3986,IncFIB(K),Plasmid,0
573.66021,tet(A),573.66021_2,323,1522,IncN,Plasmid,0
573.66454,mphA,573.66454_1,70,975,Col440I,Plasmid,0
573.66454,AAC(6')-Ib10,573.66454_1,2,646,Col440II,Plasmid,0
573.66454,OXA-1,573.66454_2,777,1607,Col440II,Plasmid,0
573.66093,eptB,573.66093_2,1895,3568,IncFII,Plasmid,0
573.66093,cmlA5,573.66093_36,28267,29526,IncA/C2,Plasmid,0
573.66093,CTX-M-14,573.66093_1,43,918,Col440II,Plasmid,0
573.66014,NDM-4,573.66014_1,227,1039,Col440II,Plasmid,1
573.66014,TEM-1,573.66014_3,1572,2432,Col440I,Plasmid,1
573.66504,AAC(6')-Ib10,573.66504_3,1541,2185,IncFII(K),Plasmid,0
573.67357,dfrA14,573.67357_3,1652,2125,IncFII(K),Plasmid,
573.67357,CTX-M-15,573.67357_2,1706,2581,IncFII(K),Plasmid,
573.67357,OXA-1,573.67357_2,777,1607,IncFII(K),Plasmid,
573.66384,AAC(6')-Ib10,573.66384_1,2,646,Col440II,Plasmid,0
573.66384,OXA-1,573.66384_2,777,1607,Col440II,Plasmid,0
72407.2431,Klebsiella pneumoniae OmpK37,72407.2431_50,51952,53106,48),Plasmid,0
72407.2358,OXA-1,72407.2358_2,777,1607,IncFII(K),Plasmid,0
573.65965,marA,573.65965_22,21642,22016,IncFIB(AP001918),Plasmid,1
573.65965,Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,573.65965_23,22037,22471,IncFIB(AP001918),Plasmid,1
573.66253,QnrB6,573.66253_6,5553,6233,IncR,Plasmid,0
573.66253,dfrA27,573.66253_1,70,543,IncN,Plasmid,0
573.66253,arr-3,573.66253_2,676,1128,IncN,Plasmid,0
573.66351,OXA-181,573.66351_3,4063,4860,IncX3,Plasmid,0
573.66351,Mrx,573.66351_2,972,2210,Col440I,Plasmid,0
72407.2547,CTX-M-15,72407.2547_1,139,1014,Col440II,Plasmid,0
72407.2547,AAC(6')-Ib10,72407.2547_1,2,646,IncN,Plasmid,0
72407.2547,OXA-1,72407.2547_2,777,1607,IncN,Plasmid,0
72407.2326,SHV-1,72407.2326_4,3247,4101,IncFIB(K),Plasmid,0
72407.2675,leuO,72407.2675_1,125,1075,Col440II,Plasmid,1
72407.2675,Klebsiella pneumoniae OmpK37,72407.2675_1,19,1173,Col440II,Plasmid,1
72407.2675,oqxA,72407.2675_10,8320,9495,IncFIB(K),Plasmid,1
72407.2675,AAC(6')-Ib10,72407.2675_1,2,646,Col440II,Plasmid,1
573.66277,eptB,573.66277_2,2043,3716,IncN,Plasmid,0
573.66304,Klebsiella pneumoniae KpnG,573.66304_88,85332,86504,IncFIB(pKPHS1),Plasmid,0
573.66304,Klebsiella pneumoniae KpnH,573.66304_89,86520,88058,IncFIB(pKPHS1),Plasmid,0
573.66304,QnrS1,573.66304_3,1028,1684,IncFII(K),Plasmid,0
573.66304,TEM-1,573.66304_3,1571,2431,IncFII(K),Plasmid,0
72407.2228,aadA16,72407.2228_1,1,834,IncQ1,Plasmid,1
72407.2228,AAC(6')-Ib10,72407.2228_1,1,588,IncQ1,Plasmid,1
72407.2228,QnrS1,72407.2228_1,250,906,IncQ1,Plasmid,1
72407.2228,AAC(3)-IId,72407.2228_1,35,895,IncQ1,Plasmid,1
72407.2228,APH(3')-Ia,72407.2228_1,88,903,IncQ1,Plasmid,1
72407.2761,adeF,72407.2761_2,1161,4271,IncHI1B,Plasmid,1
72407.2761,sul2,72407.2761_2,423,1238,IncHI1B,Plasmid,1
72407.2761,APH(3'')-Ib,72407.2761_3,1299,2102,IncHI1B,Plasmid,1
72407.2761,TEM-1,72407.2761_6,3659,4519,IncFIB(K),Plasmid,1
72407.2761,dfrA14,72407.2761_3,1713,2186,IncFII(K),Plasmid,1
72407.2761,AAC(3)-IIe,72407.2761_1,105,965,IncHI1B,Plasmid,1
72407.2761,OXA-1,72407.2761_2,777,1607,IncFII(K),Plasmid,1
72407.2543,marA,72407.2543_2,478,852,IncN,Plasmid,0
72407.2543,aadA2,72407.2543_4,2605,3384,IncFIB(K),Plasmid,0
72407.2543,qacEdelta1,72407.2543_5,3548,3895,IncFIB(K),Plasmid,0
72407.2543,Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,72407.2543_1,2,457,IncN,Plasmid,0
573.66365,AAC(6')-Ib10,573.66365_1,107,706,IncFIA(HI1),Plasmid,1
573.66365,arr-3,573.66365_2,803,1255,IncFIA(HI1),Plasmid,1
573.66365,aadA2,573.66365_2,922,1701,IncFIA(HI1),Plasmid,1
573.67355,LptD,573.67355_4,1925,4273,IncFIB(K),Plasmid,
573.67355,catA1,573.67355_2,625,1284,IncFIA(HI1),Plasmid,
573.67355,aadA,573.67355_4,3320,4099,IncFIB(K),Plasmid,
573.67355,cmlA5,573.67355_5,4321,5580,IncR,Plasmid,
573.67355,OXA-1,573.67355_2,579,1409,IncFIA(HI1),Plasmid,
573.67355,AAC(6')-Ib10,573.67355_1,1,519,IncFIA(HI1),Plasmid,
573.65904,QnrB1,573.65904_2,821,1465,Col(MG828),Plasmid,1
573.65904,AAC(3)-IIe,573.65904_1,44,904,Col(MG828),Plasmid,1
573.66003,adeF,573.66003_2,981,4091,IncN,Plasmid,0
573.66494,QnrB4,573.66494_10,6567,7214,IncFII(K),Plasmid,0
573.66494,tet(A),573.66494_6,4365,5564,IncFIB(K),Plasmid,0
573.66494,dfrA12,573.66494_3,1434,1931,ColpVC,Plasmid,0
72407.2318,adeF,72407.2318_2,809,3919,IncN,Plasmid,0
72407.2318,Klebsiella pneumoniae OmpK37,72407.2318_1,36,1190,IncL/M(pMU407),Plasmid,0
573.66507,adeF,573.66507_2,1157,4267,IncFIB(K),Plasmid,1
573.66507,catA1,573.66507_3,3442,4101,IncFIB(K),Plasmid,1
573.66507,Mrx,573.66507_2,1023,2261,IncN,Plasmid,1
573.66507,mphA,573.66507_3,2258,3163,IncN,Plasmid,1
573.66389,Klebsiella pneumoniae KpnG,573.66389_88,85344,86516,IncFIB(pKPHS1),Plasmid,0
573.66389,Klebsiella pneumoniae KpnH,573.66389_89,86532,88070,IncFIB(pKPHS1),Plasmid,0
573.66389,OXA-181,573.66389_3,4063,4860,IncX3,Plasmid,0
72407.2853,adeF,72407.2853_2,1160,4270,IncFIB(K),Plasmid,0
72407.2853,msbA,72407.2853_10,10879,12627,IncA/C2,Plasmid,0
72407.2265,floR,72407.2265_7,3143,4357,IncFII(K),Plasmid,1
72407.2265,mphA,72407.2265_1,70,975,IncQ1,Plasmid,1
72407.2265,QnrS1,72407.2265_1,250,906,IncQ1,Plasmid,1
72407.2265,AAC(3)-IId,72407.2265_2,306,1166,IncQ1,Plasmid,1
72407.2265,APH(3')-Ia,72407.2265_1,88,903,IncQ1,Plasmid,1
573.66008,dfrA1,573.66008_5,2835,3308,ColRNAI,Plasmid,0
72407.2863,Escherichia coli mdfA,72407.2863_25,21666,22898,IncA/C2,Plasmid,0
72407.2863,sul2,72407.2863_6,4286,5101,IncFIB(K),Plasmid,0
574.98,acrB,574.98_3,1605,4751,IncFIB(K),Plasmid,0
574.98,Klebsiella pneumoniae OmpK37,574.98_1,95,1219,Col(IMGS31),Plasmid,0
574.98,oqxA,574.98_6,4836,6011,IncFIB(K),Plasmid,0
574.98,Escherichia coli mdfA,574.98_4,4450,5682,IncFIB(K),Plasmid,0
574.98,adeF,574.98_2,1157,4267,Col(IMGS31),Plasmid,0
573.66439,adeF,573.66439_2,1157,4267,IncN,Plasmid,0
573.66439,NDM-1,573.66439_9,6693,7505,ColRNAI,Plasmid,0
573.66439,AAC(6')-Ib10,573.66439_1,3,638,IncFIA(HI1),Plasmid,0
573.66439,arr-3,573.66439_2,735,1187,IncN,Plasmid,0
573.66439,dfrA27,573.66439_3,1320,1793,IncN,Plasmid,0
573.66439,sul1,573.66439_6,3277,4116,IncFIB(K),Plasmid,0
573.66439,sul2,573.66439_2,423,1238,IncN,Plasmid,0
573.66439,APH(3'')-Ib,573.66439_3,1299,2102,IncN,Plasmid,0
573.66439,TEM-1,573.66439_6,3659,4519,IncFIB(K),Plasmid,0
573.66439,catA1,573.66439_3,3442,4101,IncFIB(K),Plasmid,0
573.66439,tet(D),573.66439_3,1635,2819,IncN,Plasmid,0
72407.2762,APH(6)-Id,72407.2762_6,3703,4539,IncFIB(K),Plasmid,0
72407.2762,CTX-M-15,72407.2762_3,2638,3513,IncFIB(K),Plasmid,0
573.66416,APH(6)-Id,573.66416_6,3279,4115,IncFIB(K),Plasmid,1
573.66416,TEM-1,573.66416_8,4836,5696,IncN,Plasmid,1
573.66416,catA1,573.66416_3,3442,4101,IncFIB(K),Plasmid,1
573.66416,Mrx,573.66416_2,1023,2261,IncFIA(HI1),Plasmid,1
573.66416,aadA16,573.66416_1,1,834,IncFIA(HI1),Plasmid,1
573.66416,qacEdelta1,573.66416_2,951,1298,IncFIA(HI1),Plasmid,1
573.66416,arr-3,573.66416_2,676,1128,IncFIA(HI1),Plasmid,1
573.66235,tet(D),573.66235_2,700,1884,IncR,Plasmid,1
573.66235,CTX-M-55,573.66235_2,759,1634,IncR,Plasmid,1
573.66235,rmtB,573.66235_1,62,817,IncR,Plasmid,1
573.66235,TEM-239,573.66235_1,24,764,IncR,Plasmid,1
573.66097,floR,573.66097_33,24679,25893,IncA/C2,Plasmid,0
72407.2479,eptB,72407.2479_2,2043,3716,IncFIB(K),Plasmid,1
72407.2479,TEM-1,72407.2479_6,3659,4519,IncFIB(K),Plasmid,1
573.66453,adeF,573.66453_2,1160,4270,IncFIB(K),Plasmid,0
573.66453,APH(3'')-Ib,573.66453_6,3534,4337,IncFIB(K),Plasmid,0
573.66453,sul2,573.66453_7,4398,5213,IncFIB(K),Plasmid,0
573.66453,dfrA14,573.66453_6,4603,5085,IncFIB(K),Plasmid,0
573.66453,CTX-M-15,573.66453_3,3222,4097,IncFIB(K),Plasmid,0
573.66261,AAC(6')-Ib10,573.66261_1,3,587,ColpVC,Plasmid,1
573.66261,aadA,573.66261_2,657,1445,ColpVC,Plasmid,1
573.66525,adeF,573.66525_2,1157,4267,IncN,Plasmid,1
573.66525,arr-3,573.66525_2,735,1187,IncN,Plasmid,1
573.66525,dfrA27,573.66525_3,1320,1793,IncN,Plasmid,1
573.66525,sul1,573.66525_6,3277,4116,IncFIB(K),Plasmid,1
573.66525,TEM-1,573.66525_1,35,895,IncFIA(HI1),Plasmid,1
573.66525,APH(6)-Id,573.66525_3,1616,2452,IncN,Plasmid,1
573.66525,sul2,573.66525_5,3316,4131,IncFIB(K),Plasmid,1
573.66525,catA1,573.66525_3,3442,4101,IncFIB(K),Plasmid,1
573.66525,Mrx,573.66525_2,1023,2261,IncFIA(HI1),Plasmid,1
573.66525,AAC(3)-IId,573.66525_2,707,1567,IncN,Plasmid,1
573.66475,ErmB,573.66475_2,292,1029,IncFIA(HI1),Plasmid,1
573.66475,catA1,573.66475_2,224,883,IncFIA(HI1),Plasmid,1
573.66475,mphA,573.66475_1,70,975,IncFIA(HI1),Plasmid,1
573.66475,Mrx,573.66475_2,972,2210,IncFIA(HI1),Plasmid,1
573.66475,aadA16,573.66475_1,6,851,IncFIA(HI1),Plasmid,1
573.66475,dfrA27,573.66475_2,1032,1505,IncFIA(HI1),Plasmid,1
573.66475,aadA5,573.66475_1,95,883,IncFIA(HI1),Plasmid,1
573.66475,dfrA17,573.66475_2,1014,1502,IncFIA(HI1),Plasmid,1
573.66475,CTX-M-27,573.66475_1,191,1066,IncFIA(HI1),Plasmid,1
72407.258,AAC(3)-IVa,72407.258_1,168,944,IncN,Plasmid,0
72407.258,Mrx,72407.258_9,5396,6634,IncR,Plasmid,0
72407.258,SHV-12,72407.258_1,74,934,IncN,Plasmid,0
72407.258,sul3,72407.258_1,171,962,IncN,Plasmid,0
72407.258,TEM-1,72407.258_1,15,875,IncN,Plasmid,0
72407.2647,mdtC,72407.2647_4,3772,6849,ColRNAI,Plasmid,0
72407.2749,tet(A),72407.2749_3,2650,3849,IncFIB(K),Plasmid,0
573.65976,sul1,573.65976_4,2724,3563,IncFIB(K),Plasmid,1
573.65976,qacEdelta1,573.65976_5,3557,3904,IncFIB(K),Plasmid,1
573.65976,QnrS1,573.65976_5,3891,4547,IncFIB(K),Plasmid,1
72407.2225,CTX-M-2,72407.2225_1,48,923,IncHI1B,Plasmid,0
573.65907,dfrA14,573.65907_1,2,490,IncN,Plasmid,0
573.65907,APH(6)-Id,573.65907_1,115,951,IncU,Plasmid,0
573.65907,arr-3,573.65907_1,268,720,IncN,Plasmid,0
573.66542,sul2,573.66542_2,411,1226,IncFIA(HI1),Plasmid,1
573.66542,tet(D),573.66542_2,701,1885,IncFIA(HI1),Plasmid,1
573.66542,AAC(3)-IId,573.66542_2,707,1567,IncFIA(HI1),Plasmid,1
573.66542,AAC(6')-Ib10,573.66542_1,1,588,IncFIA(HI1),Plasmid,1
573.66542,arr-3,573.66542_2,685,1137,IncFIA(HI1),Plasmid,1
573.67369,KPC-3,573.67369_11,10193,11074,ColRNAI,Plasmid,
72407.2426,Mrx,72407.2426_2,973,2211,IncHI1B,Plasmid,0
72407.2426,aadA2,72407.2426_4,1662,2441,IncHI1B,Plasmid,0
573.66553,BRP(MBL),573.66553_2,1043,1408,ColpVC,Plasmid,1
573.66553,AAC(3)-IId,573.66553_1,367,1227,ColpVC,Plasmid,1
72407.2299,OXA-1,72407.2299_2,777,1607,ColpVC,Plasmid,1
573.66013,TEM-1,573.66013_7,4274,5134,IncFIB(K),Plasmid,1
573.66013,dfrA14,573.66013_2,1147,1629,IncFII(K),Plasmid,1
573.66013,AAC(3)-IIe,573.66013_1,43,903,IncFIB(pKPHS1),Plasmid,1
573.66013,AAC(6')-Ib10,573.66013_1,2,646,IncFIB(pKPHS1),Plasmid,1
573.66013,OXA-1,573.66013_2,777,1607,IncFII(K),Plasmid,1
573.65926,TEM-1,573.65926_3,1127,1987,ColpVC,Plasmid,1
72407.2327,eptB,72407.2327_17,17709,19382,IncHI2A,Plasmid,1
72407.2327,qacL,72407.2327_1,61,393,Col440II,Plasmid,1
72407.2327,IMP-1,72407.2327_3,1369,2109,IncHI2,Plasmid,1
72407.2327,dfrA16,72407.2327_1,2,490,Col440II,Plasmid,1
573.54649,SHV-1,573.54649_15,15679,16539,IncFII(pKPX1),Plasmid,0
573.54649,CRP,573.54649_21,15383,16015,IncFII(pKPX1),Plasmid,0
573.54649,aadA2,573.54649_1,179,958,IncFIA(HI1),Plasmid,0
573.54649,tet(A),573.54649_4,998,2197,IncFIA(HI1),Plasmid,0
573.54649,aadA16,573.54649_1,132,977,IncFIA(HI1),Plasmid,0
573.54649,dfrA27,573.54649_2,1158,1631,IncFIA(HI1),Plasmid,0
573.54649,TEM-1,573.54649_1,162,1022,IncFIA(HI1),Plasmid,0
573.54649,APH(3')-Ia,573.54649_1,21,920,IncFIA(HI1),Plasmid,0
72407.2401,Klebsiella pneumoniae KpnF,72407.2401_13,11646,11975,IncFII,Plasmid,0
72407.2401,Klebsiella pneumoniae KpnE,72407.2401_14,11962,12324,IncFII,Plasmid,0
72407.2401,QnrS1,72407.2401_8,5590,6246,IncR,Plasmid,0
72407.2401,sul1,72407.2401_14,11064,11903,IncFII,Plasmid,0
72407.2584,APH(3'')-Ib,72407.2584_11,9336,10139,IncFIB(pQil),Plasmid,1
72407.2584,sul2,72407.2584_12,10200,11015,IncFIB(pQil),Plasmid,1
72407.2584,IMP-6,72407.2584_1,15,755,IncN,Plasmid,1
72407.2584,qacEdelta1,72407.2584_4,3305,3652,IncFIB(K),Plasmid,1
72407.2584,sul1,72407.2584_5,3646,4485,IncFIB(K),Plasmid,1
72407.2584,OXA-1,72407.2584_2,580,1410,IncN,Plasmid,1
72407.2584,dfrA14,72407.2584_2,446,904,IncN,Plasmid,1
72407.2584,AAC(6')-Ib8,72407.2584_1,2,541,IncN,Plasmid,1
573.67364,dfrA14,573.67364_3,1652,2125,IncFII(K),Plasmid,
573.67364,CTX-M-15,573.67364_2,1705,2580,IncFII(K),Plasmid,
573.67364,OXA-1,573.67364_2,777,1607,IncFII(K),Plasmid,
72407.2267,APH(3'')-Ib,72407.2267_4,2320,3123,IncFIB(pQil),Plasmid,0
72407.2267,APH(6)-Id,72407.2267_5,3123,3959,IncFIB(pQil),Plasmid,0
573.66353,mphA,573.66353_4,3194,4099,IncFIB(K),Plasmid,1
573.66353,CTX-M-15,573.66353_1,140,1015,Col440I,Plasmid,1
573.66001,adeF,573.66001_2,677,3787,IncN,Plasmid,0
573.66001,leuO,573.66001_1,685,1635,IncN,Plasmid,0
573.66366,OXA-181,573.66366_5,4685,5482,IncX3,Plasmid,0
573.66366,APH(6)-Id,573.66366_2,574,1410,IncFIA(HI1),Plasmid,0
573.66366,arr-3,573.66366_1,35,487,Col440I,Plasmid,0
573.66366,dfrA27,573.66366_2,620,1093,IncFIA(HI1),Plasmid,0
573.66366,tet(D),573.66366_2,701,1885,IncFIA(HI1),Plasmid,0
573.66366,OXA-1,573.66366_2,579,1409,IncFIA(HI1),Plasmid,0
573.66366,CTX-M-15,573.66366_2,392,1267,IncFIA(HI1),Plasmid,0
573.66366,AAC(6')-Ib10,573.66366_1,63,707,Col440I,Plasmid,0
72407.2855,eptB,72407.2855_2,1895,3568,IncFII,Plasmid,0
72407.2855,AAC(6')-Ib10,72407.2855_3,2571,3185,Col440II,Plasmid,0
573.65966,tet(A),573.65966_3,2012,3211,IncFIB(Mar),Plasmid,0
72407.2515,sul1,72407.2515_10,7446,8285,IncFII(K),Plasmid,0
72407.2515,qacEdelta1,72407.2515_11,8279,8626,IncFII(K),Plasmid,0
72407.2574,leuO,72407.2574_2,712,1662,IncFII(K),Plasmid,0
72407.2574,dfrA14,72407.2574_3,1713,2186,IncFII(K),Plasmid,0
573.66331,oqxB,573.66331_18,16665,19817,48),Plasmid,1
574.81,adeF,574.81_2,1157,4267,IncHI1B,Plasmid,0
574.81,sul1,574.81_1,2,859,IncHI1B,Plasmid,0
574.81,tet(D),574.81_2,701,1885,IncHI1B,Plasmid,0
574.81,IMP-1,574.81_1,14,754,IncHI1B,Plasmid,0
574.81,AAC(6')-IIc,574.81_2,904,1485,IncHI1B,Plasmid,0
574.81,catA1,574.81_1,155,814,IncHI1B,Plasmid,0
573.66512,KPC-2,573.66512_2,989,1870,IncFII(K),Plasmid,0
573.66512,tet(D),573.66512_2,701,1885,IncFII(K),Plasmid,0
72407.2364,adeF,72407.2364_2,1161,4271,IncFIB(K),Plasmid,0
72407.2364,sul1,72407.2364_2,271,1110,IncFIA(HI1),Plasmid,0
72407.2463,adeF,72407.2463_2,1161,4271,IncFIB(K),Plasmid,0
72407.2463,tet(A),72407.2463_7,4541,5740,IncFIB(K),Plasmid,0
72407.235,oqxA,72407.235_6,4410,5585,IncFIB(K),Plasmid,0
72407.235,mphA,72407.235_1,103,1008,ColpVC,Plasmid,0
72407.235,AAC(3)-IVa,72407.235_1,84,860,ColpVC,Plasmid,0
72407.235,sul3,72407.235_4,1866,2657,IncI2,Plasmid,0
72407.235,SHV-12,72407.235_1,74,934,ColpVC,Plasmid,0
573.66499,adeF,573.66499_2,1157,4267,IncFIB(K),Plasmid,1
573.66499,KPC-2,573.66499_1,151,1032,IncFIA(HI1),Plasmid,1
573.66499,sul2,573.66499_2,423,1238,IncN,Plasmid,1
573.66499,TEM-1,573.66499_6,3659,4519,IncFIB(K),Plasmid,1
573.66499,catA1,573.66499_2,224,883,IncFIA(HI1),Plasmid,1
573.66499,tet(D),573.66499_2,701,1885,IncN,Plasmid,1
573.66499,mphA,573.66499_1,70,975,IncFIA(HI1),Plasmid,1
573.66499,Mrx,573.66499_2,972,2210,IncFIA(HI1),Plasmid,1
573.66499,sul1,573.66499_3,951,1790,IncFIA(HI1),Plasmid,1
573.66499,AAC(3)-IId,573.66499_2,702,1562,IncN,Plasmid,1
573.66499,AAC(6')-Ib10,573.66499_1,1,588,IncN,Plasmid,1
573.66499,arr-3,573.66499_2,685,1137,IncN,Plasmid,1
72407.2315,MdtQ,72407.2315_67,83443,84882,IncL/M(pMU407),Plasmid,0
72407.2315,qacEdelta1,72407.2315_11,11187,11534,IncFII(K),Plasmid,0
72407.2315,sul1,72407.2315_12,11528,12367,IncFII(K),Plasmid,0
72407.2315,msbA,72407.2315_15,15910,17658,IncFII(K),Plasmid,0
573.66314,adeF,573.66314_2,1157,4267,IncN,Plasmid,1
573.66314,dfrA27,573.66314_3,748,1221,IncN,Plasmid,1
573.66314,aadA16,573.66314_4,1402,2247,IncN,Plasmid,1
573.66314,qacEdelta1,573.66314_5,2364,2711,IncFIA(HI1),Plasmid,1
573.66314,APH(6)-Id,573.66314_3,1187,2023,IncN,Plasmid,1
573.66314,tet(D),573.66314_3,1635,2819,IncN,Plasmid,1
573.66314,Mrx,573.66314_2,972,2210,IncFIA(HI1),Plasmid,1
573.66314,AAC(3)-IId,573.66314_2,702,1562,IncN,Plasmid,1
573.66314,CTX-M-15,573.66314_2,304,1179,IncN,Plasmid,1
573.66284,dfrA14,573.66284_3,1652,2125,IncFII(K),Plasmid,1
573.67356,AAC(6')-Ib10,573.67356_1,2,646,Col440I,Plasmid,
573.67356,CTX-M-15,573.67356_1,49,924,IncN,Plasmid,
573.67356,sul1,573.67356_1,25,864,IncN,Plasmid,
72407.2605,tet(A),72407.2605_2,672,1871,IncN,Plasmid,0
573.66403,adeF,573.66403_2,980,4090,IncFIB(K),Plasmid,0
573.66403,KPC-2,573.66403_4,4182,5063,IncFIB(K),Plasmid,0
573.66403,tet(D),573.66403_2,701,1885,IncFII(K),Plasmid,0
573.66397,aadA2,573.66397_11,7630,8409,IncFIB(K),Plasmid,1
573.66241,adeF,573.66241_2,1161,4271,IncHI1B,Plasmid,0
573.66241,sul2,573.66241_2,705,1520,IncHI1B,Plasmid,0
573.66241,dfrA5,573.66241_2,1368,1826,IncHI1B,Plasmid,0
573.66226,AAC(6')-Ib10,573.66226_1,3,587,Col440II,Plasmid,1
573.66234,sul1,573.66234_30,22981,23820,IncHI2A,Plasmid,1
573.66234,qacEdelta1,573.66234_31,23814,24161,IncHI2A,Plasmid,1
573.66234,aadA16,573.66234_32,24278,25123,IncHI2A,Plasmid,1
573.66234,floR,573.66234_2,327,1541,IncN,Plasmid,1
573.66234,AAC(3)-IId,573.66234_1,265,1125,IncN,Plasmid,1
573.66234,aadA22,573.66234_1,3,917,IncL/M(pMU407),Plasmid,1
573.66234,APH(6)-Id,573.66234_2,360,1190,IncN,Plasmid,1
573.66234,APH(3')-Ia,573.66234_1,242,1057,IncN,Plasmid,1
72407.2667,Klebsiella pneumoniae KpnG,72407.2667_6,3793,4965,IncFIB(K),Plasmid,0
72407.2667,Klebsiella pneumoniae KpnH,72407.2667_7,4981,6519,IncFIB(K),Plasmid,0
573.66324,emrR,573.66324_87,84688,85218,IncFII(K),Plasmid,0
573.66255,aadA16,573.66255_1,79,924,Col440I,Plasmid,0
573.66255,dfrA27,573.66255_2,1105,1638,IncFIA(HI1),Plasmid,0
573.66255,QnrB6,573.66255_2,157,837,IncFIA(HI1),Plasmid,0
573.66255,qacEdelta1,573.66255_1,39,386,Col440I,Plasmid,0
573.66274,QnrB4,573.66274_7,4165,4812,IncFIB(K),Plasmid,0
573.66274,KPC-2,573.66274_4,4564,5445,IncFIB(K),Plasmid,0
573.66274,aadA16,573.66274_1,12,857,ColRNAI,Plasmid,0
573.66274,qacEdelta1,573.66274_1,39,386,ColRNAI,Plasmid,0
573.66274,AAC(6')-Ib10,573.66274_1,2,706,ColRNAI,Plasmid,0
573.66274,arr-3,573.66274_1,3,491,ColRNAI,Plasmid,0
573.66015,sul1,573.66015_2,951,1790,IncL/M,Plasmid,0
573.66015,tet(A),573.66015_8,4541,5740,ColRNAI,Plasmid,0
72407.2393,LptD,72407.2393_6,4452,6800,IncFIB(K),Plasmid,0
72407.2393,leuO,72407.2393_1,754,1704,IncFII(K),Plasmid,0
72407.2393,acrD,72407.2393_4,4056,7169,IncFIB(K),Plasmid,0
72407.2393,MdtQ,72407.2393_1,242,1681,IncFII(K),Plasmid,0
72407.2393,APH(3'')-Ib,72407.2393_6,3535,4338,IncFIB(K),Plasmid,0
72407.2393,sul2,72407.2393_7,4399,5214,IncFIB(K),Plasmid,0
